univ_key,nationality,visa_status,gender,headcount
가야대,베트남,대학부설 어학원 연수,남,22
가야대,베트남,대학부설 어학원 연수,여,10
가야대,베트남,전문학사과정,여,1
가야대,베트남,학사과정,남,20
가야대,베트남,학사과정,여,10
가야대,일본,학사과정,남,10
가야대,중국,석사과정,남,1
가야대,한국계중국인,학사과정,남,1
가천대,나이지리아,학사과정,남,1
가천대,네덜란드,교환학생,여,3
가천대,네팔,박사과정,남,4
가천대,네팔,박사과정,여,3
가천대,네팔,석사과정,남,6
가천대,네팔,석사과정,여,4
가천대,네팔,학사과정,남,34
가천대,네팔,학사과정,여,14
가천대,러시아(연방),대학부설 어학원 연수,남,1
가천대,러시아(연방),석사과정,여,1
가천대,러시아(연방),학사과정,남,1
가천대,러시아(연방),학사과정,여,1
가천대,리투아니아,교환학생,남,1
가천대,말레이시아,석사과정,남,1
가천대,말레이시아,학사과정,남,1
가천대,말레이시아,학사과정,여,1
가천대,몽골,교환학생,여,2
가천대,몽골,대학부설 어학원 연수,남,41
가천대,몽골,대학부설 어학원 연수,여,24
가천대,몽골,박사과정,남,20
가천대,몽골,박사과정,여,68
가천대,몽골,석사과정,남,48
가천대,몽골,석사과정,여,224
가천대,몽골,전문학사과정,남,2
가천대,몽골,학사과정,남,310
가천대,몽골,학사과정,여,402
가천대,미국,교환학생,남,2
가천대,미국,교환학생,여,2
가천대,미국,학사과정,남,1
가천대,미국,학사과정,여,1
가천대,미얀마,대학부설 어학원 연수,남,44
가천대,미얀마,대학부설 어학원 연수,여,73
가천대,미얀마,박사과정,여,1
가천대,미얀마,석사과정,남,5
가천대,미얀마,석사과정,여,10
가천대,미얀마,전문학사과정,남,1
가천대,미얀마,학사과정,남,43
가천대,미얀마,학사과정,여,104
가천대,방글라데시,박사과정,남,1
가천대,방글라데시,석사과정,남,19
가천대,방글라데시,석사과정,여,5
가천대,방글라데시,학사과정,여,1
가천대,베트남,대학부설 어학원 연수,남,324
가천대,베트남,대학부설 어학원 연수,여,555
가천대,베트남,박사과정,남,7
가천대,베트남,박사과정,여,5
가천대,베트남,석사과정,남,56
가천대,베트남,석사과정,여,161
가천대,베트남,학사과정,남,334
가천대,베트남,학사과정,여,656
가천대,브라질,학사과정,여,1
가천대,스리랑카,박사과정,남,1
가천대,스리랑카,석사과정,남,1
가천대,스리랑카,학사과정,여,1
가천대,싱가포르,교환학생,여,1
가천대,아프가니스탄,석사과정,남,2
가천대,오스트레일리아,대학부설 어학원 연수,여,1
가천대,우간다,학사과정,남,1
가천대,우즈베키스탄,대학부설 어학원 연수,남,7
가천대,우즈베키스탄,대학부설 어학원 연수,여,1
가천대,우즈베키스탄,박사과정,남,4
가천대,우즈베키스탄,석사과정,남,36
가천대,우즈베키스탄,석사과정,여,28
가천대,우즈베키스탄,학사과정,남,145
가천대,우즈베키스탄,학사과정,여,30
가천대,인도,박사과정,남,10
가천대,인도,박사과정,여,10
가천대,인도,석사과정,남,2
가천대,인도,석사과정,여,2
가천대,인도네시아,석사과정,여,1
가천대,일본,교환학생,여,12
가천대,중국,교환학생,남,6
가천대,중국,교환학생,여,18
가천대,중국,대학부설 어학원 연수,남,13
가천대,중국,대학부설 어학원 연수,여,12
가천대,중국,박사과정,남,83
가천대,중국,박사과정,여,97
가천대,중국,석사과정,남,109
가천대,중국,석사과정,여,77
가천대,중국,학사과정,남,448
가천대,중국,학사과정,여,313
가천대,카자흐스탄,대학부설 어학원 연수,남,1
가천대,카자흐스탄,학사과정,남,3
가천대,카자흐스탄,학사과정,여,5
가천대,캄보디아,석사과정,여,1
가천대,키르기즈,대학부설 어학원 연수,남,2
가천대,키르기즈,대학부설 어학원 연수,여,5
가천대,키르기즈,학사과정,남,1
가천대,키르기즈,학사과정,여,3
가천대,타이,교환학생,남,1
가천대,타이,학사과정,남,1
가천대,타이완,교환학생,남,1
가천대,타이완,교환학생,여,2
가천대,타이완,석사과정,여,1
가천대,타지키스탄,대학부설 어학원 연수,남,3
가천대,타지키스탄,대학부설 어학원 연수,여,5
가천대,타지키스탄,학사과정,남,1
가천대,타지키스탄,학사과정,여,1
가천대,투르크메니스탄,학사과정,여,1
가천대,튀르키예,학사과정,여,1
가천대,파키스탄,박사과정,남,9
가천대,파키스탄,박사과정,여,7
가천대,파키스탄,석사과정,남,4
가천대,파키스탄,석사과정,여,3
가천대,파키스탄,학사과정,남,1
가천대,파키스탄,학사과정,여,1
가천대,페루,학사과정,남,1
가천대,프랑스,교환학생,여,3
가천대,필리핀,학사과정,남,2
가천대,한국계중국인,석사과정,여,1
가천대,한국계중국인,학사과정,남,3
가천대,홍콩,학사과정,남,1
가천대,홍콩,학사과정,여,2
가톨릭대,남아프리카공화국,학사과정,여,1
가톨릭대,네팔,석사과정,남,8
가톨릭대,네팔,석사과정,여,2
가톨릭대,독일,대학부설 어학원 연수,여,1
가톨릭대,러시아(연방),대학부설 어학원 연수,여,1
가톨릭대,멕시코,교환학생,남,2
가톨릭대,멕시코,교환학생,여,5
가톨릭대,몽골,대학부설 어학원 연수,남,2
가톨릭대,몽골,박사과정,여,3
가톨릭대,몽골,석사과정,남,4
가톨릭대,몽골,석사과정,여,8
가톨릭대,몽골,학사과정,남,8
가톨릭대,몽골,학사과정,여,25
가톨릭대,미국,교환학생,남,1
가톨릭대,미얀마,대학부설 어학원 연수,남,4
가톨릭대,미얀마,대학부설 어학원 연수,여,13
가톨릭대,미얀마,석사과정,남,28
가톨릭대,미얀마,석사과정,여,44
가톨릭대,미얀마,학사과정,남,2
가톨릭대,미얀마,학사과정,여,15
가톨릭대,방글라데시,박사과정,남,2
가톨릭대,방글라데시,석사과정,남,12
가톨릭대,방글라데시,석사과정,여,1
가톨릭대,베트남,대학부설 어학원 연수,남,284
가톨릭대,베트남,대학부설 어학원 연수,여,450
가톨릭대,베트남,박사과정,남,2
가톨릭대,베트남,박사과정,여,1
가톨릭대,베트남,석사과정,남,28
가톨릭대,베트남,석사과정,여,22
가톨릭대,베트남,학사과정,남,15
가톨릭대,베트남,학사과정,여,47
가톨릭대,벨기에,교환학생,여,7
가톨릭대,브라질,교환학생,남,1
가톨릭대,브라질,대학부설 어학원 연수,여,1
가톨릭대,스웨덴,교환학생,여,1
가톨릭대,우즈베키스탄,대학부설 어학원 연수,남,23
가톨릭대,우즈베키스탄,학사과정,남,1
가톨릭대,이탈리아,교환학생,여,1
가톨릭대,인도,박사과정,남,1
가톨릭대,인도,학사과정,여,1
가톨릭대,인도네시아,교환학생,남,1
가톨릭대,인도네시아,박사과정,여,1
가톨릭대,일본,교환학생,여,14
가톨릭대,일본,대학부설 어학원 연수,남,1
가톨릭대,일본,학사과정,여,1
가톨릭대,중국,교환학생,남,2
가톨릭대,중국,교환학생,여,3
가톨릭대,중국,대학부설 어학원 연수,남,5
가톨릭대,중국,대학부설 어학원 연수,여,4
가톨릭대,중국,박사과정,남,107
가톨릭대,중국,박사과정,여,189
가톨릭대,중국,석사과정,남,72
가톨릭대,중국,석사과정,여,88
가톨릭대,중국,학사과정,남,376
가톨릭대,중국,학사과정,여,328
가톨릭대,체코,교환학생,여,1
가톨릭대,카자흐스탄,석사과정,여,1
가톨릭대,캄보디아,대학부설 어학원 연수,여,2
가톨릭대,타이완,교환학생,남,3
가톨릭대,타이완,교환학생,여,8
가톨릭대,타이완,학사과정,여,1
가톨릭대,튀르키예,교환학생,남,1
가톨릭대,페루,교환학생,남,1
가톨릭대,폴란드,교환학생,여,1
가톨릭대,프랑스,교환학생,남,8
가톨릭대,프랑스,교환학생,여,3
가톨릭대,프랑스,학사과정,남,1
가톨릭대,홍콩,학사과정,여,1
감리교신학대,중국,석사과정,여,1
감리교신학대,중국,학사과정,남,1
강남대,네팔,대학부설 어학원 연수,여,1
강남대,네팔,학사과정,남,9
강남대,네팔,학사과정,여,9
강남대,독일,교환학생,여,1
강남대,멕시코,학사과정,남,1
강남대,몽골,박사과정,여,1
강남대,베트남,대학부설 어학원 연수,남,120
강남대,베트남,대학부설 어학원 연수,여,48
강남대,베트남,석사과정,여,1
강남대,베트남,학사과정,남,26
강남대,베트남,학사과정,여,7
강남대,불가리아,교환학생,여,1
강남대,에티오피아,대학부설 어학원 연수,여,3
강남대,에티오피아,석사과정,여,1
강남대,우즈베키스탄,대학부설 어학원 연수,남,1
강남대,우즈베키스탄,전문학사과정,남,1
강남대,중국,교환학생,여,6
강남대,중국,대학부설 어학원 연수,남,1
강남대,중국,대학부설 어학원 연수,여,1
강남대,중국,박사과정,남,5
강남대,중국,박사과정,여,2
강남대,중국,석사과정,남,18
강남대,중국,석사과정,여,23
강남대,중국,학사과정,남,111
강남대,중국,학사과정,여,93
강남대,카자흐스탄,교환학생,여,5
강남대,카자흐스탄,대학부설 어학원 연수,남,1
강남대,카자흐스탄,학사과정,여,1
강남대,케냐,학사과정,남,1
강남대,타이,대학부설 어학원 연수,남,1
강서대,나이지리아,박사과정,남,1
강서대,네팔,대학부설 어학원 연수,남,1
강서대,네팔,박사과정,남,3
강서대,네팔,박사과정,여,1
강서대,네팔,석사과정,남,9
강서대,네팔,석사과정,여,4
강서대,네팔,학사과정,남,83
강서대,네팔,학사과정,여,56
강서대,라이베리아,학사과정,남,1
강서대,몽골,대학부설 어학원 연수,남,4
강서대,몽골,대학부설 어학원 연수,여,3
강서대,몽골,박사과정,남,1
강서대,몽골,박사과정,여,2
강서대,몽골,석사과정,여,1
강서대,몽골,학사과정,남,1
강서대,미국,학사과정,여,1
강서대,미얀마,대학부설 어학원 연수,여,1
강서대,미얀마,박사과정,남,1
강서대,미얀마,학사과정,남,2
강서대,미얀마,학사과정,여,5
강서대,방글라데시,박사과정,남,2
강서대,방글라데시,석사과정,남,2
강서대,베트남,대학부설 어학원 연수,남,14
강서대,베트남,대학부설 어학원 연수,여,11
강서대,베트남,박사과정,남,1
강서대,베트남,석사과정,여,1
강서대,베트남,학사과정,남,6
강서대,베트남,학사과정,여,5
강서대,스리랑카,석사과정,여,1
강서대,스리랑카,학사과정,남,1
강서대,인도,석사과정,남,9
강서대,인도,석사과정,여,2
강서대,인도,학사과정,남,3
강서대,중국,대학부설 어학원 연수,남,1
강서대,파키스탄,석사과정,남,1
강서대,필리핀,박사과정,여,3
강원대,가나,박사과정,남,1
강원대,가나,학사과정,여,1
강원대,나이지리아,대학부설 어학원 연수,여,2
강원대,나이지리아,박사과정,남,2
강원대,나이지리아,박사과정,여,2
강원대,나이지리아,석사과정,남,1
강원대,나이지리아,석사과정,여,1
강원대,나이지리아,학사과정,여,2
강원대,네팔,대학부설 어학원 연수,남,1
강원대,네팔,박사과정,남,1
강원대,네팔,석사과정,남,5
강원대,네팔,석사과정,여,4
강원대,네팔,학사과정,남,31
강원대,네팔,학사과정,여,28
강원대,라이베리아,석사과정,남,1
강원대,라이베리아,석사과정,여,1
강원대,러시아(연방),교환학생,남,2
강원대,러시아(연방),교환학생,여,5
강원대,러시아(연방),대학부설 어학원 연수,남,2
강원대,러시아(연방),대학부설 어학원 연수,여,2
강원대,러시아(연방),석사과정,남,1
강원대,러시아(연방),석사과정,여,1
강원대,러시아(연방),학사과정,여,2
강원대,루마니아,교환학생,여,1
강원대,르완다,박사과정,남,2
강원대,르완다,박사과정,여,1
강원대,르완다,석사과정,남,1
강원대,르완다,석사과정,여,1
강원대,마다가스카르,대학부설 어학원 연수,남,1
강원대,말라위,석사과정,남,1
강원대,말레이시아,대학부설 어학원 연수,여,1
강원대,멕시코,석사과정,여,1
강원대,모잠비크,박사과정,남,1
강원대,몽골,대학부설 어학원 연수,남,3
강원대,몽골,대학부설 어학원 연수,여,3
강원대,몽골,박사과정,남,1
강원대,몽골,박사과정,여,6
강원대,몽골,석사과정,남,1
강원대,몽골,석사과정,여,6
강원대,몽골,학사과정,남,8
강원대,몽골,학사과정,여,4
강원대,미얀마,대학부설 어학원 연수,남,1
강원대,미얀마,대학부설 어학원 연수,여,1
강원대,미얀마,박사과정,남,1
강원대,미얀마,학사과정,남,1
강원대,미얀마,학사과정,여,3
강원대,방글라데시,대학부설 어학원 연수,남,1
강원대,방글라데시,대학부설 어학원 연수,여,1
강원대,방글라데시,박사과정,남,1
강원대,방글라데시,박사과정,여,2
강원대,방글라데시,석사과정,남,25
강원대,방글라데시,석사과정,여,7
강원대,방글라데시,학사과정,남,20
강원대,방글라데시,학사과정,여,19
강원대,베트남,교환학생,남,2
강원대,베트남,교환학생,여,10
강원대,베트남,대학부설 어학원 연수,남,63
강원대,베트남,대학부설 어학원 연수,여,68
강원대,베트남,박사과정,남,5
강원대,베트남,박사과정,여,6
강원대,베트남,석사과정,남,2
강원대,베트남,석사과정,여,10
강원대,베트남,학사과정,남,7
강원대,베트남,학사과정,여,13
강원대,벨라루스,대학부설 어학원 연수,여,1
강원대,브라질,대학부설 어학원 연수,여,1
강원대,브라질,학사과정,여,1
강원대,사우디아라비아,박사과정,여,1
강원대,세르비아,대학부설 어학원 연수,여,1
강원대,스리랑카,석사과정,남,1
강원대,스리랑카,석사과정,여,1
강원대,시리아,대학부설 어학원 연수,여,1
강원대,시에라리온,석사과정,남,1
강원대,아제르바이잔,학사과정,여,1
강원대,알제리,대학부설 어학원 연수,여,1
강원대,영국,교환학생,여,1
강원대,영국,대학부설 어학원 연수,여,1
강원대,우간다,석사과정,남,1
강원대,우즈베키스탄,대학부설 어학원 연수,남,13
강원대,우즈베키스탄,박사과정,남,18
강원대,우즈베키스탄,박사과정,여,4
강원대,우즈베키스탄,석사과정,남,80
강원대,우즈베키스탄,석사과정,여,24
강원대,우즈베키스탄,전문학사과정,남,1
강원대,우즈베키스탄,학사과정,남,174
강원대,우즈베키스탄,학사과정,여,42
강원대,이라크,대학부설 어학원 연수,남,1
강원대,이란,대학부설 어학원 연수,여,1
강원대,이란,학사과정,여,1
강원대,이집트,대학부설 어학원 연수,여,1
강원대,인도,대학부설 어학원 연수,남,1
강원대,인도,대학부설 어학원 연수,여,1
강원대,인도,박사과정,남,2
강원대,인도,박사과정,여,4
강원대,인도,석사과정,여,3
강원대,인도,학사과정,남,1
강원대,인도,학사과정,여,1
강원대,인도네시아,교환학생,여,1
강원대,인도네시아,대학부설 어학원 연수,여,3
강원대,인도네시아,박사과정,남,4
강원대,인도네시아,박사과정,여,2
강원대,인도네시아,석사과정,여,4
강원대,인도네시아,학사과정,남,1
강원대,인도네시아,학사과정,여,3
강원대,일본,교환학생,여,10
강원대,일본,대학부설 어학원 연수,여,1
강원대,일본,학사과정,여,2
강원대,일본,학술연구기관 특정연구자,여,1
강원대,중국,교환학생,남,12
강원대,중국,교환학생,여,27
강원대,중국,대학부설 어학원 연수,남,8
강원대,중국,대학부설 어학원 연수,여,9
강원대,중국,박사과정,남,179
강원대,중국,박사과정,여,191
강원대,중국,석사과정,남,52
강원대,중국,석사과정,여,64
강원대,중국,학사과정,남,194
강원대,중국,학사과정,여,185
강원대,중국,학술연구기관 특정연구자,여,1
강원대,짐바브웨,석사과정,남,1
강원대,체코,교환학생,여,1
강원대,칠레,대학부설 어학원 연수,여,1
강원대,카메룬,박사과정,남,2
강원대,카메룬,석사과정,남,1
강원대,카메룬,석사과정,여,1
강원대,카자흐스탄,대학부설 어학원 연수,남,1
강원대,카자흐스탄,대학부설 어학원 연수,여,3
강원대,카자흐스탄,학사과정,남,2
강원대,카자흐스탄,학사과정,여,8
강원대,캄보디아,대학부설 어학원 연수,여,1
강원대,캄보디아,박사과정,남,1
강원대,캄보디아,학사과정,남,1
강원대,케냐,석사과정,남,1
강원대,콜롬비아,대학부설 어학원 연수,남,1
강원대,콩고민주공화국,박사과정,여,1
강원대,키르기즈,대학부설 어학원 연수,남,3
강원대,키르기즈,대학부설 어학원 연수,여,3
강원대,키르기즈,석사과정,여,1
강원대,키르기즈,학사과정,여,1
강원대,타이,대학부설 어학원 연수,여,1
강원대,타이,박사과정,여,1
강원대,타이,석사과정,남,1
강원대,타이완,교환학생,여,3
강원대,타지키스탄,대학부설 어학원 연수,남,1
강원대,탄자니아,박사과정,남,1
강원대,투르크메니스탄,교환학생,남,1
강원대,투르크메니스탄,교환학생,여,3
강원대,투르크메니스탄,학사과정,여,2
강원대,튀르키예,대학부설 어학원 연수,여,1
강원대,튀르키예,석사과정,남,1
강원대,튀르키예,학사과정,여,1
강원대,파키스탄,대학부설 어학원 연수,남,1
강원대,파키스탄,대학부설 어학원 연수,여,1
강원대,파키스탄,박사과정,남,6
강원대,파키스탄,박사과정,여,2
강원대,파키스탄,석사과정,남,6
강원대,파키스탄,석사과정,여,1
강원대,파키스탄,학사과정,남,3
강원대,페루,학사과정,여,1
강원대,프랑스,교환학생,남,1
강원대,프랑스,교환학생,여,1
강원대,프랑스,학사과정,남,1
강원대,피지,학사과정,남,1
강원대,필리핀,대학부설 어학원 연수,여,1
강원대,필리핀,박사과정,여,3
강원대,필리핀,석사과정,남,2
건국대,가나,대학부설 어학원 연수,남,1
건국대,그리스,교환학생,남,1
건국대,그리스,대학부설 어학원 연수,남,1
건국대,그리스,학사과정,여,1
건국대,남수단공화국,학사과정,남,1
건국대,네덜란드,교환학생,남,6
건국대,네덜란드,교환학생,여,7
건국대,네덜란드,대학부설 어학원 연수,여,2
건국대,네팔,대학부설 어학원 연수,남,7
건국대,네팔,대학부설 어학원 연수,여,2
건국대,네팔,학사과정,남,2
건국대,노르웨이,교환학생,남,2
건국대,노르웨이,교환학생,여,5
건국대,노르웨이,대학부설 어학원 연수,여,1
건국대,덴마크,교환학생,남,1
건국대,덴마크,대학부설 어학원 연수,남,2
건국대,독일,교환학생,남,10
건국대,독일,교환학생,여,27
건국대,독일,대학부설 어학원 연수,남,2
건국대,독일,대학부설 어학원 연수,여,1
건국대,독일,석사과정,여,1
건국대,독일,학사과정,여,2
건국대,러시아(연방),대학부설 어학원 연수,여,1
건국대,러시아(연방),석사과정,여,2
건국대,러시아(연방),학사과정,여,15
건국대,루마니아,학사과정,남,1
건국대,마카오,대학부설 어학원 연수,여,1
건국대,마카오,학사과정,여,1
건국대,말레이시아,교환학생,여,2
건국대,말레이시아,박사과정,여,1
건국대,말레이시아,석사과정,남,1
건국대,말레이시아,전문학사과정,여,1
건국대,말레이시아,학사과정,남,9
건국대,말레이시아,학사과정,여,16
건국대,멕시코,교환학생,남,1
건국대,멕시코,교환학생,여,2
건국대,멕시코,대학부설 어학원 연수,남,1
건국대,멕시코,대학부설 어학원 연수,여,3
건국대,멕시코,학사과정,여,1
건국대,모로코,교환학생,여,1
건국대,몽골,교환학생,여,1
건국대,몽골,대학부설 어학원 연수,남,32
건국대,몽골,대학부설 어학원 연수,여,38
건국대,몽골,박사과정,여,1
건국대,몽골,석사과정,남,3
건국대,몽골,석사과정,여,17
건국대,몽골,학사과정,남,122
건국대,몽골,학사과정,여,278
건국대,미국,교환학생,여,10
건국대,미국,대학부설 어학원 연수,남,4
건국대,미국,대학부설 어학원 연수,여,10
건국대,미국,석사과정,여,1
건국대,미국,학사과정,여,4
건국대,미얀마,대학부설 어학원 연수,남,18
건국대,미얀마,대학부설 어학원 연수,여,31
건국대,미얀마,박사과정,남,1
건국대,미얀마,석사과정,여,3
건국대,미얀마,학사과정,남,16
건국대,미얀마,학사과정,여,69
건국대,방글라데시,대학부설 어학원 연수,남,17
건국대,방글라데시,대학부설 어학원 연수,여,2
건국대,방글라데시,박사과정,남,1
건국대,방글라데시,박사과정,여,1
건국대,방글라데시,석사과정,남,2
건국대,방글라데시,학사과정,남,5
건국대,방글라데시,학사과정,여,3
건국대,베냉,대학부설 어학원 연수,여,1
건국대,베트남,교환학생,여,1
건국대,베트남,대학부설 어학원 연수,남,253
건국대,베트남,대학부설 어학원 연수,여,166
건국대,베트남,박사과정,남,8
건국대,베트남,박사과정,여,1
건국대,베트남,석사과정,남,5
건국대,베트남,석사과정,여,4
건국대,베트남,학사과정,남,30
건국대,베트남,학사과정,여,89
건국대,벨기에,대학부설 어학원 연수,여,2
건국대,벨라루스,학사과정,여,1
건국대,브라질,대학부설 어학원 연수,남,4
건국대,브라질,대학부설 어학원 연수,여,5
건국대,소말리아,대학부설 어학원 연수,남,1
건국대,스리랑카,학사과정,여,1
건국대,스웨덴,교환학생,여,4
건국대,스웨덴,대학부설 어학원 연수,남,4
건국대,스웨덴,대학부설 어학원 연수,여,4
건국대,스웨덴,학사과정,여,1
건국대,스위스,교환학생,남,2
건국대,스위스,교환학생,여,5
건국대,스위스,대학부설 어학원 연수,여,1
건국대,스페인,교환학생,남,2
건국대,스페인,교환학생,여,5
건국대,스페인,대학부설 어학원 연수,여,5
건국대,스페인,학사과정,여,1
건국대,슬로바크,교환학생,여,1
건국대,슬로베니아,교환학생,여,1
건국대,슬로베니아,대학부설 어학원 연수,여,1
건국대,싱가포르,대학부설 어학원 연수,남,1
건국대,아랍에미리트연합,학사과정,남,4
건국대,아제르바이잔,석사과정,여,1
건국대,에콰도르,석사과정,남,1
건국대,에티오피아,학사과정,여,1
건국대,엘살바도르,학사과정,남,1
건국대,영국,교환학생,여,3
건국대,영국,대학부설 어학원 연수,여,1
건국대,영국,학사과정,남,1
건국대,영국,학사과정,여,1
건국대,예멘공화국,학사과정,여,2
건국대,오스트레일리아,교환학생,여,1
건국대,오스트레일리아,대학부설 어학원 연수,남,1
건국대,오스트리아,교환학생,여,1
건국대,오스트리아,대학부설 어학원 연수,남,1
건국대,오스트리아,대학부설 어학원 연수,여,1
건국대,요르단,학사과정,남,1
건국대,우즈베키스탄,대학부설 어학원 연수,여,1
건국대,우즈베키스탄,박사과정,남,1
건국대,우즈베키스탄,석사과정,남,2
건국대,우즈베키스탄,석사과정,여,2
건국대,우즈베키스탄,학사과정,남,11
건국대,우즈베키스탄,학사과정,여,18
건국대,우크라이나,학사과정,여,1
건국대,이란,석사과정,여,1
건국대,이스라엘,대학부설 어학원 연수,여,2
건국대,이스라엘,학사과정,여,3
건국대,이집트,학사과정,여,1
건국대,이탈리아,교환학생,남,4
건국대,이탈리아,교환학생,여,1
건국대,이탈리아,대학부설 어학원 연수,여,11
건국대,이탈리아,학사과정,여,1
건국대,인도,대학부설 어학원 연수,여,1
건국대,인도,박사과정,남,9
건국대,인도,박사과정,여,4
건국대,인도,석사과정,여,1
건국대,인도,학사과정,여,2
건국대,인도네시아,대학부설 어학원 연수,남,3
건국대,인도네시아,대학부설 어학원 연수,여,9
건국대,인도네시아,학사과정,남,3
건국대,인도네시아,학사과정,여,17
건국대,일본,교환학생,여,13
건국대,일본,대학부설 어학원 연수,남,9
건국대,일본,대학부설 어학원 연수,여,28
건국대,일본,석사과정,여,1
건국대,일본,학사과정,남,8
건국대,일본,학사과정,여,61
건국대,중국,교환학생,남,1
건국대,중국,교환학생,여,20
건국대,중국,대학부설 어학원 연수,남,14
건국대,중국,대학부설 어학원 연수,여,36
건국대,중국,박사과정,남,28
건국대,중국,박사과정,여,35
건국대,중국,석사과정,남,43
건국대,중국,석사과정,여,122
건국대,중국,학사과정,남,448
건국대,중국,학사과정,여,593
건국대,중국,학술연구기관 특정연구자,여,1
건국대,중앙아프리카공화국,석사과정,남,1
건국대,체코,교환학생,여,2
건국대,칠레,교환학생,남,1
건국대,칠레,교환학생,여,2
건국대,칠레,대학부설 어학원 연수,여,1
건국대,카자흐스탄,교환학생,남,1
건국대,카자흐스탄,교환학생,여,1
건국대,카자흐스탄,대학부설 어학원 연수,여,3
건국대,카자흐스탄,석사과정,여,2
건국대,카자흐스탄,학사과정,남,2
건국대,카자흐스탄,학사과정,여,7
건국대,캄보디아,대학부설 어학원 연수,여,1
건국대,캄보디아,석사과정,여,1
건국대,캐나다,대학부설 어학원 연수,여,1
건국대,코스타리카,대학부설 어학원 연수,남,1
건국대,코트디부아르,교환학생,남,1
건국대,콜롬비아,대학부설 어학원 연수,여,1
건국대,키르기즈,교환학생,여,2
건국대,키르기즈,석사과정,남,1
건국대,키르기즈,석사과정,여,1
건국대,키르기즈,학사과정,여,4
건국대,타이,교환학생,남,1
건국대,타이,대학부설 어학원 연수,여,1
건국대,타이,학사과정,남,1
건국대,타이,학사과정,여,2
건국대,타이완,교환학생,남,2
건국대,타이완,교환학생,여,8
건국대,타이완,대학부설 어학원 연수,여,3
건국대,타이완,박사과정,남,1
건국대,타이완,석사과정,남,1
건국대,타이완,석사과정,여,4
건국대,타이완,학사과정,남,2
건국대,타이완,학사과정,여,6
건국대,타지키스탄,석사과정,남,1
건국대,타지키스탄,학사과정,남,1
건국대,튀르키예,교환학생,남,1
건국대,튀르키예,교환학생,여,1
건국대,튀르키예,대학부설 어학원 연수,여,2
건국대,튀르키예,석사과정,여,1
건국대,튀르키예,학사과정,남,1
건국대,튀르키예,학사과정,여,2
건국대,티모르민주공화국,학사과정,여,1
건국대,파키스탄,박사과정,남,3
건국대,파키스탄,박사과정,여,1
건국대,파키스탄,학사과정,남,3
건국대,팔레스타인,박사과정,남,1
건국대,페루,대학부설 어학원 연수,여,1
건국대,포르투갈,교환학생,남,1
건국대,포르투갈,교환학생,여,1
건국대,포르투갈,학사과정,남,1
건국대,폴란드,교환학생,여,3
건국대,폴란드,대학부설 어학원 연수,여,1
건국대,폴란드,석사과정,여,1
건국대,폴란드,학사과정,여,1
건국대,프랑스,교환학생,남,11
건국대,프랑스,교환학생,여,19
건국대,프랑스,대학부설 어학원 연수,남,3
건국대,프랑스,대학부설 어학원 연수,여,13
건국대,프랑스,학사과정,남,2
건국대,프랑스,학사과정,여,5
건국대,핀란드,교환학생,여,4
건국대,필리핀,대학부설 어학원 연수,여,4
건국대,한국계중국인,석사과정,남,1
건국대,한국계중국인,학사과정,여,3
건국대,헝가리,교환학생,여,1
건국대,헝가리,대학부설 어학원 연수,여,1
건국대,홍콩,교환학생,여,1
건국대,홍콩,대학부설 어학원 연수,남,1
건국대,홍콩,석사과정,남,1
건국대,홍콩,석사과정,여,1
건국대,홍콩,학사과정,남,1
건국대,홍콩,학사과정,여,10
건양대,가봉,학사과정,여,2
건양대,나이지리아,대학부설 어학원 연수,여,1
건양대,네팔,대학부설 어학원 연수,남,5
건양대,네팔,대학부설 어학원 연수,여,10
건양대,네팔,석사과정,남,13
건양대,네팔,석사과정,여,11
건양대,네팔,학사과정,남,53
건양대,네팔,학사과정,여,32
건양대,러시아(연방),대학부설 어학원 연수,남,1
건양대,말레이시아,석사과정,여,1
건양대,몽골,대학부설 어학원 연수,남,1
건양대,몽골,박사과정,남,1
건양대,몽골,학사과정,남,1
건양대,몽골,학사과정,여,2
건양대,미얀마,박사과정,남,1
건양대,미얀마,학사과정,여,1
건양대,방글라데시,대학부설 어학원 연수,남,1
건양대,방글라데시,대학부설 어학원 연수,여,1
건양대,방글라데시,석사과정,남,12
건양대,방글라데시,석사과정,여,3
건양대,베트남,교환학생,남,14
건양대,베트남,교환학생,여,8
건양대,베트남,대학부설 어학원 연수,남,146
건양대,베트남,대학부설 어학원 연수,여,141
건양대,베트남,석사과정,남,24
건양대,베트남,석사과정,여,21
건양대,베트남,학사과정,남,25
건양대,베트남,학사과정,여,20
건양대,스리랑카,대학부설 어학원 연수,남,3
건양대,스리랑카,석사과정,남,2
건양대,아제르바이잔,학사과정,여,1
건양대,우즈베키스탄,대학부설 어학원 연수,남,7
건양대,우즈베키스탄,대학부설 어학원 연수,여,4
건양대,우즈베키스탄,석사과정,남,4
건양대,우즈베키스탄,석사과정,여,3
건양대,우즈베키스탄,학사과정,여,1
건양대,인도,학사과정,여,2
건양대,인도네시아,대학부설 어학원 연수,여,1
건양대,일본,교환학생,여,1
건양대,중국,대학부설 어학원 연수,남,8
건양대,중국,대학부설 어학원 연수,여,12
건양대,중국,박사과정,남,3
건양대,중국,석사과정,남,9
건양대,중국,석사과정,여,8
건양대,중국,학사과정,남,18
건양대,중국,학사과정,여,26
건양대,캄보디아,석사과정,여,2
건양대,키르기즈,대학부설 어학원 연수,남,2
