year,school_type,establishment,region,status,univ_name,total,degree_total,humanities,natural_science,engineering,arts_sports,medicine,joint_program,training_total,language_training,exchange,visiting,other_training,lang_qualified_total,topik4_plus,english_track,english_native,lang_qualified_ratio,dorm_deg_total,dorm_deg_in,dorm_deg_out,dorm_tr_total,dorm_tr_in,dorm_tr_out,univ_key,dorm_capacity_rate,univ_name_en,dorm_capacity,dorm_fee_min,dorm_available
2025,대학교,사립,경기,기존,한양대학교(ERICA)_분교,2503,2096,1087,39,438,532,0,0,407,187,157,63,0,891,853,38,0,42.5,2096,235,1861,407,263,144,한양대_,19.9,,,,
2025,대학교,사립,서울,기존,한양대학교,3988,2112,1274,127,359,352,0,0,1876,1110,521,245,0,1544,1307,224,13,73.1,2112,123,1989,1876,146,1730,한양대,6.7,HANYANG UNIVERSITY,3548.0,1.0,예
2025,사이버대학(대학),사립,서울,기존,한양사이버대학교,151,91,64,0,16,11,0,0,60,0,60,0,0,7,7,0,0,7.7,91,0,91,60,0,60,한양사이버대,0.0,HANYANG CYBER UNIVERSITY,0.0,,아니오
2025,대학교,사립,전북,기존,한일장신대학교,276,58,46,12,0,0,0,0,218,218,0,0,0,51,2,49,0,87.9,58,0,58,218,0,218,한일장신대,0.0,HANIL UNIVERSITY&PRESBYTERIAN THEOLOGICAL SEMINA,0.0,,아니오
2025,대학교,사립,경기,기존,협성대학교,98,2,1,0,1,0,0,0,96,96,0,0,0,0,0,0,0,0.0,2,0,2,96,96,0,협성대,98.0,HYUPSUNG UNIVERSITY,5.0,501200.0,예
2025,대학교,사립,광주,기존,호남대학교,1118,738,460,10,34,234,0,0,380,349,31,0,0,172,172,0,0,23.3,738,522,216,380,159,221,호남대,60.9,HONAM UNIVERSITY,1568.0,350.0,예
2025,대학교,사립,광주,기존,호남신학대학교,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50.0,2,2,0,0,0,0,호남신학대,100.0,HONAM THEOLOGICAL UNIVERSITY & SEMINARY,20.0,364.0,예
2025,대학교,사립,충남,기존,호서대학교,504,275,163,21,22,69,0,0,229,193,36,0,0,134,83,38,13,48.7,275,18,257,229,58,171,호서대,15.1,HOSEO UNIVERSITY,3253.0,1.0,예
2025,산업대학,사립,전북,기존,호원대학교,689,503,288,44,120,51,0,0,186,186,0,0,0,121,121,0,0,24.1,503,0,503,186,10,176,호원대,1.5,HOWON UNIVERSITY,140.0,180.0,아니오
2025,대학교,사립,서울,기존,홍익대학교,1394,937,37,0,34,866,0,0,457,440,17,0,0,706,706,0,0,75.3,937,4,933,457,54,403,홍익대,4.2,HONGIK UNIVERSITY,77.0,125.0,예
2025,대학교,사립,세종,기존,홍익대학교_제2캠퍼스,86,86,2,0,5,79,0,0,0,0,0,0,0,59,59,0,0,68.6,86,0,86,0,0,0,홍익대_,0.0,,,,
2025,대학교,사립,경기,기존,화성의과학대학교,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,100.0,1,1,0,0,0,0,화성의과학대,100.0,,,,
2025,사이버대학(대학),사립,부산,기존,화신사이버대학교,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,0,4,0,0,0,화신사이버대,0.0,,,,
